name,imgUrl,price,orderNumber,detail,instructions,expandableName,expandableOrder,expandablePrice
"M250 (P70) EVO - Grundmaschine Briggs & Stratton Series 850, 190 ccm - Schneefräse",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P70-M250-Schneefraese.png,1435,2100-51,"Motor: Briggs & Stratton 1 Zylinder 4-Takt OHV, I/C Motorentyp: Series 850 mit Ready Start System Hubraum: 190 ccm Starter: Handstarter Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Geschwindigkeit: 1 VG 1,08 / 2 VG 2,51 / 3 VG 3,47 / 1 RG 1,08 / 2 RG 2,07 km/h Geschwindigkeit: 1 VG 1,08 / 2 VG 2,07 / 1 RG 1,08 / 2 RG 2,51 / 3 RG 3,47 km/h Bitte beachten Sie, dass bei verschiedenen Anbaugeräten einzelne Gänge gesperrt sein können. Kupplung: Keilriemen Radschaltung: Differentialartige Radschaltung, mit Wendefreilauf Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Werkzeuglos links, rechts und gerade aus Holmhöhenverstellung: Werkzeuglos in 5 Positionen Keilriemenspannung: Patentiertes Spannsystem für Hauptantriebsriemen Motor-Seitenneigungs- Optional mit Motor-Pendel-Ausgleichgewicht ausgleich: bis 25° Seitenneigung ( Bestell Nr. 2132-1 ) Rad- und Anbaugeräte-Schaltung: Einzeln am linken Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Über Breit-Keilriemen Außenspurbreite: 55 cm Bereifung: Luftbereifung mit Block-Profil, 4 PR Radgröße: 15 x 6,00 - 6, Radbreite 13 cm, Raddurchm. 38 cm Maße der Grundmaschine: Länge: 130 / 180 cm, Breite: 60 cm, Höhe: 110 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M250-P70-Evo-Grundmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M250-EVO-Grundmaschine-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M250-EVO-Schneefraese-Bedienungsanleitung.pdf,Schneefräse,2190-11,1079
M250 (P70) EVO - Grundmaschine Briggs & Stratton Series 850 InStart - Schneefräse,https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P70-M250-Schneefraese.png,1560,2100-51-IN,"Motor: Briggs & Stratton 1 Zylinder 4-Takt OHV, I/C Motorentyp: Series 850 In Start Hubraum: 190 ccm Starter: Elektrostarter (Lithium-Ionen-Akku) Batterie: 10,8V / 1,45 Ah Batterieladegerät: Inkl. 12,45 V / 2 A Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Geschwindigkeit: 1 VG 1,08 / 2 VG 2,51 / 3 VG 3,47 / 1 RG 1,08 / 2 RG 2,07 km/h Geschwindigkeit: 1 VG 1,08 / 2 VG 2,07 / 1 RG 1,08 / 2 RG 2,51 / 3 RG 3,47 km/h Bitte beachten Sie, dass bei verschiedenen Anbaugeräten einzelne Gänge gesperrt sein können. Kupplung: Keilriemen Radschaltung: Differentialartige Radschaltung, mit Wendefreilauf Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Werkzeuglos links, rechts und gerade aus Holmhöhenverstellung: Werkzeuglos in 5 Positionen Keilriemenspannung: Patentiertes Spannsystem für Hauptantriebsriemen Motor-Seitenneigungs- Optional mit Motor-Pendel-Ausgleichgewicht ausgleich: bis 25° Seitenneigung ( Bestell Nr. 2132-1 ) Rad- und Anbaugeräte-Schaltung: Einzeln am linken Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Über Breit-Keilriemen Außenspurbreite: 55 cm Bereifung: Luftbereifung mit Block-Profil, 4 PR Radgröße: 15 x 6,00 - 6, Radbreite 13 cm, Raddurchm. 38 cm Maße der Grundmaschine: Länge: 130 / 180 cm, Breite: 60 cm, Höhe: 110 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M250-P70-Evo-Grundmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M250-EVO-Grundmaschine-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M250-EVO-Schneefraese-Bedienungsanleitung.pdf,Schneefräse,2190-11,1079
"M250 (P70) EVO - Grundmaschine Briggs & Stratton Series 950, 223 ccm - Schneefräse",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P70-M250-Schneefraese.png,1499,2100-55,"Motor: Briggs & Stratton 1 Zylinder 4-Takt OHV, I/C Motorentyp: Series 950 mit Ready Start System Hubraum: 223 ccm Starter: Handstarter Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Geschwindigkeit: 1 VG 1,08 / 2 VG 2,51 / 3 VG 3,47 / 1 RG 1,08 / 2 RG 2,07 km/h Geschwindigkeit: 1 VG 1,08 / 2 VG 2,07 / 1 RG 1,08 / 2 RG 2,51 / 3 RG 3,47 km/h Bitte beachten Sie, dass bei verschiedenen Anbaugeräten einzelne Gänge gesperrt sein können. Kupplung: Keilriemen Radschaltung: Differentialartige Radschaltung, mit Wendefreilauf Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Werkzeuglos links, rechts und gerade aus Holmhöhenverstellung: Werkzeuglos in 5 Positionen Keilriemenspannung: Patentiertes Spannsystem für Hauptantriebsriemen Motor-Seitenneigungs- Optional mit Motor-Pendel-Ausgleichgewicht ausgleich: bis 25° Seitenneigung ( Bestell Nr. 2132-1 ) Rad- und Anbaugeräte-Schaltung: Einzeln am linken Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Über Breit-Keilriemen Außenspurbreite: 55 cm Bereifung: Luftbereifung mit Block-Profil, 4 PR Radgröße: 15 x 6,00 - 6, Radbreite 13 cm, Raddurchm. 38 cm Maße der Grundmaschine: Länge: 130 / 180 cm, Breite: 60 cm, Höhe: 110 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M250-P70-Evo-Grundmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M250-EVO-Grundmaschine-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M250-EVO-Schneefraese-Bedienungsanleitung.pdf,Schneefräse,2190-11,1079
Federrechen,https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P70-M250-Federrechen.png,595,2154-1,"Motor: Briggs & Stratton 1 Zylinder 4-Takt OHV, I/C Motorentyp: Series 850 mit Ready Start System Hubraum: 190 ccm Starter: Handstarter Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Geschwindigkeit: 1 VG 1,08 / 2 VG 2,51 / 3 VG 3,47 / 1 RG 1,08 / 2 RG 2,07 km/h Geschwindigkeit: 1 VG 1,08 / 2 VG 2,07 / 1 RG 1,08 / 2 RG 2,51 / 3 RG 3,47 km/h Bitte beachten Sie, dass bei verschiedenen Anbaugeräten einzelne Gänge gesperrt sein können. Kupplung: Keilriemen Radschaltung: Differentialartige Radschaltung, mit Wendefreilauf Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Werkzeuglos links, rechts und gerade aus Holmhöhenverstellung: Werkzeuglos in 5 Positionen Keilriemenspannung: Patentiertes Spannsystem für Hauptantriebsriemen Motor-Seitenneigungs- Optional mit Motor-Pendel-Ausgleichgewicht ausgleich: bis 25° Seitenneigung ( Bestell Nr. 2132-1 ) Rad- und Anbaugeräte-Schaltung: Einzeln am linken Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Über Breit-Keilriemen Außenspurbreite: 55 cm Bereifung: Luftbereifung mit Block-Profil, 4 PR Radgröße: 15 x 6,00 - 6, Radbreite 13 cm, Raddurchm. 38 cm Maße der Grundmaschine: Länge: 130 / 180 cm, Breite: 60 cm, Höhe: 110 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M250-P70-Evo-Grundmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M250-P70-Evo-Federrechen.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M250-EVO-Grundmaschine-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M250-EVO-Federrechen-Bedienungsanleitung.pdf,,,
"M250 (P70) EVO - Grundmaschine Briggs & Stratton Series 850, 190 ccm - Federrechen",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P70-M250-Federrechen.png,1435,2100-51,"Motor: Briggs & Stratton 1 Zylinder 4-Takt OHV, I/C Motorentyp: Series 850 mit Ready Start System Hubraum: 190 ccm Starter: Handstarter Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Geschwindigkeit: 1 VG 1,08 / 2 VG 2,51 / 3 VG 3,47 / 1 RG 1,08 / 2 RG 2,07 km/h Geschwindigkeit: 1 VG 1,08 / 2 VG 2,07 / 1 RG 1,08 / 2 RG 2,51 / 3 RG 3,47 km/h Bitte beachten Sie, dass bei verschiedenen Anbaugeräten einzelne Gänge gesperrt sein können. Kupplung: Keilriemen Radschaltung: Differentialartige Radschaltung, mit Wendefreilauf Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Werkzeuglos links, rechts und gerade aus Holmhöhenverstellung: Werkzeuglos in 5 Positionen Keilriemenspannung: Patentiertes Spannsystem für Hauptantriebsriemen Motor-Seitenneigungs- Optional mit Motor-Pendel-Ausgleichgewicht ausgleich: bis 25° Seitenneigung ( Bestell Nr. 2132-1 ) Rad- und Anbaugeräte-Schaltung: Einzeln am linken Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Über Breit-Keilriemen Außenspurbreite: 55 cm Bereifung: Luftbereifung mit Block-Profil, 4 PR Radgröße: 15 x 6,00 - 6, Radbreite 13 cm, Raddurchm. 38 cm Maße der Grundmaschine: Länge: 130 / 180 cm, Breite: 60 cm, Höhe: 110 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M250-P70-Evo-Grundmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M250-P70-Evo-Federrechen.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M250-EVO-Grundmaschine-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M250-EVO-Federrechen-Bedienungsanleitung.pdf,Federrechen,2154-1,595
Set Kehrmaschine inkl. Kombiwalze 88 cm u. Schmutzbehälter,https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P70-M250-Kehrmaschine.png,1130,2191-15,"Motor: Briggs & Stratton 1 Zylinder 4-Takt OHV, I/C Motorentyp: Series 850 mit Ready Start System Hubraum: 190 ccm Starter: Handstarter Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Geschwindigkeit: 1 VG 1,08 / 2 VG 2,51 / 3 VG 3,47 / 1 RG 1,08 / 2 RG 2,07 km/h Geschwindigkeit: 1 VG 1,08 / 2 VG 2,07 / 1 RG 1,08 / 2 RG 2,51 / 3 RG 3,47 km/h Bitte beachten Sie, dass bei verschiedenen Anbaugeräten einzelne Gänge gesperrt sein können. Kupplung: Keilriemen Radschaltung: Differentialartige Radschaltung, mit Wendefreilauf Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Werkzeuglos links, rechts und gerade aus Holmhöhenverstellung: Werkzeuglos in 5 Positionen Keilriemenspannung: Patentiertes Spannsystem für Hauptantriebsriemen Motor-Seitenneigungs- Optional mit Motor-Pendel-Ausgleichgewicht ausgleich: bis 25° Seitenneigung ( Bestell Nr. 2132-1 ) Rad- und Anbaugeräte-Schaltung: Einzeln am linken Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Über Breit-Keilriemen Außenspurbreite: 55 cm Bereifung: Luftbereifung mit Block-Profil, 4 PR Radgröße: 15 x 6,00 - 6, Radbreite 13 cm, Raddurchm. 38 cm Maße der Grundmaschine: Länge: 130 / 180 cm, Breite: 60 cm, Höhe: 110 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M250-P70-Evo-Grundmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M250-P70-Evo-Kehrmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M250-EVO-Grundmaschine-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M250-EVO-Kehrmaschine-Bedienungsanleitung.pdf,,,
M250 (P70) EVO - Grundmaschine Briggs & Stratton Series 850 InStart - Federrechen,https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P70-M250-Federrechen.png,1560,2100-51-IN,"Motor: Briggs & Stratton 1 Zylinder 4-Takt OHV, I/C Motorentyp: Series 850 In Start Hubraum: 190 ccm Starter: Elektrostarter (Lithium-Ionen-Akku) Batterie: 10,8V / 1,45 Ah Batterieladegerät: Inkl. 12,45 V / 2 A Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Geschwindigkeit: 1 VG 1,08 / 2 VG 2,51 / 3 VG 3,47 / 1 RG 1,08 / 2 RG 2,07 km/h Geschwindigkeit: 1 VG 1,08 / 2 VG 2,07 / 1 RG 1,08 / 2 RG 2,51 / 3 RG 3,47 km/h Bitte beachten Sie, dass bei verschiedenen Anbaugeräten einzelne Gänge gesperrt sein können. Kupplung: Keilriemen Radschaltung: Differentialartige Radschaltung, mit Wendefreilauf Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Werkzeuglos links, rechts und gerade aus Holmhöhenverstellung: Werkzeuglos in 5 Positionen Keilriemenspannung: Patentiertes Spannsystem für Hauptantriebsriemen Motor-Seitenneigungs- Optional mit Motor-Pendel-Ausgleichgewicht ausgleich: bis 25° Seitenneigung ( Bestell Nr. 2132-1 ) Rad- und Anbaugeräte-Schaltung: Einzeln am linken Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Über Breit-Keilriemen Außenspurbreite: 55 cm Bereifung: Luftbereifung mit Block-Profil, 4 PR Radgröße: 15 x 6,00 - 6, Radbreite 13 cm, Raddurchm. 38 cm Maße der Grundmaschine: Länge: 130 / 180 cm, Breite: 60 cm, Höhe: 110 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M250-P70-Evo-Grundmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M250-P70-Evo-Federrechen.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M250-EVO-Grundmaschine-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M250-EVO-Federrechen-Bedienungsanleitung.pdf,Federrechen,2154-1,595
"M250 (P70) EVO - Grundmaschine Briggs & Stratton Series 850, 190 ccm - Set Kehrmaschine inkl. Kombiwalze 88 cm u. Schmutzbehälter",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P70-M250-Kehrmaschine.png,1435,2100-51,"Motor: Briggs & Stratton 1 Zylinder 4-Takt OHV, I/C Motorentyp: Series 850 mit Ready Start System Hubraum: 190 ccm Starter: Handstarter Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Geschwindigkeit: 1 VG 1,08 / 2 VG 2,51 / 3 VG 3,47 / 1 RG 1,08 / 2 RG 2,07 km/h Geschwindigkeit: 1 VG 1,08 / 2 VG 2,07 / 1 RG 1,08 / 2 RG 2,51 / 3 RG 3,47 km/h Bitte beachten Sie, dass bei verschiedenen Anbaugeräten einzelne Gänge gesperrt sein können. Kupplung: Keilriemen Radschaltung: Differentialartige Radschaltung, mit Wendefreilauf Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Werkzeuglos links, rechts und gerade aus Holmhöhenverstellung: Werkzeuglos in 5 Positionen Keilriemenspannung: Patentiertes Spannsystem für Hauptantriebsriemen Motor-Seitenneigungs- Optional mit Motor-Pendel-Ausgleichgewicht ausgleich: bis 25° Seitenneigung ( Bestell Nr. 2132-1 ) Rad- und Anbaugeräte-Schaltung: Einzeln am linken Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Über Breit-Keilriemen Außenspurbreite: 55 cm Bereifung: Luftbereifung mit Block-Profil, 4 PR Radgröße: 15 x 6,00 - 6, Radbreite 13 cm, Raddurchm. 38 cm Maße der Grundmaschine: Länge: 130 / 180 cm, Breite: 60 cm, Höhe: 110 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M250-P70-Evo-Grundmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M250-P70-Evo-Kehrmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M250-EVO-Grundmaschine-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M250-EVO-Kehrmaschine-Bedienungsanleitung.pdf,Set Kehrmaschine inkl. Kombiwalze 88 cm u. Schmutzbehälter,2191-15,1130
"M250 (P70) EVO - Grundmaschine Briggs & Stratton Series 950, 223 ccm - Federrechen",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P70-M250-Federrechen.png,1499,2100-55,"Motor: Briggs & Stratton 1 Zylinder 4-Takt OHV, I/C Motorentyp: Series 950 mit Ready Start System Hubraum: 223 ccm Starter: Handstarter Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Geschwindigkeit: 1 VG 1,08 / 2 VG 2,51 / 3 VG 3,47 / 1 RG 1,08 / 2 RG 2,07 km/h Geschwindigkeit: 1 VG 1,08 / 2 VG 2,07 / 1 RG 1,08 / 2 RG 2,51 / 3 RG 3,47 km/h Bitte beachten Sie, dass bei verschiedenen Anbaugeräten einzelne Gänge gesperrt sein können. Kupplung: Keilriemen Radschaltung: Differentialartige Radschaltung, mit Wendefreilauf Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Werkzeuglos links, rechts und gerade aus Holmhöhenverstellung: Werkzeuglos in 5 Positionen Keilriemenspannung: Patentiertes Spannsystem für Hauptantriebsriemen Motor-Seitenneigungs- Optional mit Motor-Pendel-Ausgleichgewicht ausgleich: bis 25° Seitenneigung ( Bestell Nr. 2132-1 ) Rad- und Anbaugeräte-Schaltung: Einzeln am linken Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Über Breit-Keilriemen Außenspurbreite: 55 cm Bereifung: Luftbereifung mit Block-Profil, 4 PR Radgröße: 15 x 6,00 - 6, Radbreite 13 cm, Raddurchm. 38 cm Maße der Grundmaschine: Länge: 130 / 180 cm, Breite: 60 cm, Höhe: 110 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M250-P70-Evo-Grundmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M250-P70-Evo-Federrechen.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M250-EVO-Grundmaschine-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M250-EVO-Federrechen-Bedienungsanleitung.pdf,Federrechen,2154-1,595
M250 (P70) EVO - Grundmaschine Briggs & Stratton Series 850 InStart - Set Kehrmaschine inkl. Kombiwalze 88 cm u. Schmutzbehälter,https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P70-M250-Kehrmaschine.png,1560,2100-51-IN,"Motor: Briggs & Stratton 1 Zylinder 4-Takt OHV, I/C Motorentyp: Series 850 In Start Hubraum: 190 ccm Starter: Elektrostarter (Lithium-Ionen-Akku) Batterie: 10,8V / 1,45 Ah Batterieladegerät: Inkl. 12,45 V / 2 A Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Geschwindigkeit: 1 VG 1,08 / 2 VG 2,51 / 3 VG 3,47 / 1 RG 1,08 / 2 RG 2,07 km/h Geschwindigkeit: 1 VG 1,08 / 2 VG 2,07 / 1 RG 1,08 / 2 RG 2,51 / 3 RG 3,47 km/h Bitte beachten Sie, dass bei verschiedenen Anbaugeräten einzelne Gänge gesperrt sein können. Kupplung: Keilriemen Radschaltung: Differentialartige Radschaltung, mit Wendefreilauf Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Werkzeuglos links, rechts und gerade aus Holmhöhenverstellung: Werkzeuglos in 5 Positionen Keilriemenspannung: Patentiertes Spannsystem für Hauptantriebsriemen Motor-Seitenneigungs- Optional mit Motor-Pendel-Ausgleichgewicht ausgleich: bis 25° Seitenneigung ( Bestell Nr. 2132-1 ) Rad- und Anbaugeräte-Schaltung: Einzeln am linken Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Über Breit-Keilriemen Außenspurbreite: 55 cm Bereifung: Luftbereifung mit Block-Profil, 4 PR Radgröße: 15 x 6,00 - 6, Radbreite 13 cm, Raddurchm. 38 cm Maße der Grundmaschine: Länge: 130 / 180 cm, Breite: 60 cm, Höhe: 110 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M250-P70-Evo-Grundmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M250-P70-Evo-Kehrmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M250-EVO-Grundmaschine-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M250-EVO-Kehrmaschine-Bedienungsanleitung.pdf,Set Kehrmaschine inkl. Kombiwalze 88 cm u. Schmutzbehälter,2191-15,1130
"M250 (P70) EVO - Grundmaschine Briggs & Stratton Series 950, 223 ccm - Set Kehrmaschine inkl. Kombiwalze 88 cm u. Schmutzbehälter",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Mehrzweckgeraet-P70-M250-Kehrmaschine.png,1499,2100-55,"Motor: Briggs & Stratton 1 Zylinder 4-Takt OHV, I/C Motorentyp: Series 950 mit Ready Start System Hubraum: 223 ccm Starter: Handstarter Gangschaltung: Zahnradschaltgetriebe im Ölbad Radantrieb: Schneckengetriebe im Ölbad Geschwindigkeit: 1 VG 1,08 / 2 VG 2,51 / 3 VG 3,47 / 1 RG 1,08 / 2 RG 2,07 km/h Geschwindigkeit: 1 VG 1,08 / 2 VG 2,07 / 1 RG 1,08 / 2 RG 2,51 / 3 RG 3,47 km/h Bitte beachten Sie, dass bei verschiedenen Anbaugeräten einzelne Gänge gesperrt sein können. Kupplung: Keilriemen Radschaltung: Differentialartige Radschaltung, mit Wendefreilauf Holmverstellung: 180° drehbar, für Front- und Heckanbaugeräte Holmseitenverstellung: Werkzeuglos links, rechts und gerade aus Holmhöhenverstellung: Werkzeuglos in 5 Positionen Keilriemenspannung: Patentiertes Spannsystem für Hauptantriebsriemen Motor-Seitenneigungs- Optional mit Motor-Pendel-Ausgleichgewicht ausgleich: bis 25° Seitenneigung ( Bestell Nr. 2132-1 ) Rad- und Anbaugeräte-Schaltung: Einzeln am linken Handholm zu- bzw. abschaltbar Anbaugeräteaufnahme: eurosystems Stecksystem Anbaugeräteantrieb: Über Breit-Keilriemen Außenspurbreite: 55 cm Bereifung: Luftbereifung mit Block-Profil, 4 PR Radgröße: 15 x 6,00 - 6, Radbreite 13 cm, Raddurchm. 38 cm Maße der Grundmaschine: Länge: 130 / 180 cm, Breite: 60 cm, Höhe: 110 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M250-P70-Evo-Grundmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-M250-P70-Evo-Kehrmaschine.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M250-EVO-Grundmaschine-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-M250-EVO-Kehrmaschine-Bedienungsanleitung.pdf,Set Kehrmaschine inkl. Kombiwalze 88 cm u. Schmutzbehälter,2191-15,1130
